小区名称,纬度,经度,单价(元/㎡),总价,建筑面积(㎡),户型,挂牌天数,月租金,近期成交价,去年同期价
东西小区10,30.617271,114.132604,7920,70.18,88.61,2室2厅,35,1538,7558,7528
武昌中心5,30.532971,114.320234,14599,116.85,80.04,2室2厅,117,2521,15062,13994
武广华庭1,30.592013,114.26673,26190,203.45,77.68,2室1厅,73,7289,27156,26105
中南里17,30.481855,114.373763,15640,168.64,107.82,3室1厅,2,7506,15161,14238
洪山阳光17,30.542014,114.331979,21623,221.39,102.39,3室1厅,218,7167,22171,20530
青山华庭12,30.632379,114.380666,10432,84.16,80.67,2室2厅,201,1680,10679,10512
中南府邸12,30.479377,114.37067,19990,216.41,108.26,3室2厅,114,6705,21126,18834
关山苑3,30.505156,114.396671,20535,209.67,102.1,3室1厅,28,7630,21136,19146
关山新城11,30.501282,114.392779,19320,164.54,85.16,2室2厅,50,6787,18529,17341
白沙中心4,30.479196,114.28911,11967,132.64,110.83,3室2厅,367,2528,12045,11511
街道山庄18,30.530078,114.36296,17500,189.21,108.12,3室2厅,165,5524,17350,15759
武昌华府9,30.529327,114.322787,12618,73.99,58.63,1室1厅,6,1553,12721,12133
四新苑15,30.519634,114.260106,16436,201.35,122.5,3室2厅,4,5628,16589,15971
武昌小区15,30.526041,114.319713,13868,170.51,122.95,3室2厅,7,3750,14001,12807
徐东广场3,30.57934,114.351876,20122,344.8,171.35,5室3厅,41,13821,20397,18596
钟家春天7,30.552378,114.257773,14702,71.77,48.82,1室1厅,82,2284,14982,14175
关山家园3,30.503536,114.394101,21351,191.41,89.65,2室2厅,9,7933,21400,19571
楚河广场2,30.547467,114.335955,21853,318.46,145.72,4室2厅,57,12398,21528,20632
楚河广场13,30.550015,114.338031,28805,252.47,87.65,2室2厅,22,14299,28189,26152
洪山国际7,30.54328,114.329139,23779,219.19,92.18,2室2厅,150,9241,23318,21639
后湖名邸4,30.648461,114.268313,13515,134.35,99.41,3室1厅,34,3850,12837,12826
江夏春天10,30.352964,114.318081,6841,55.13,80.59,2室2厅,146,1191,6847,6578
洪山阳光3,30.542967,114.329728,22924,311.82,136.02,4室2厅,86,11256,23211,21919
南湖花园11,30.50145,114.331811,13675,65.11,47.62,1室1厅,239,1225,13817,12389
汉口银座10,30.622036,114.248952,18944,221.66,117.01,3室2厅,19,8713,18468,18559
四新新城10,30.519384,114.254998,14195,305.29,215.07,5室3厅,118,8705,13814,12848
江汉丽舍2,30.580233,114.280849,26960,111.6,41.39,1室1厅,32,5408,25782,24973
南湖新城18,30.494395,114.32904,15757,111.28,70.62,2室1厅,138,1992,15734,15103
江夏国际12,30.348573,114.319929,8894,39.28,44.16,1室1厅,115,562,8858,8369
盘龙丽舍11,30.710295,114.244457,6453,60.18,93.25,3室1厅,151,739,6432,6555
江汉府邸19,30.580604,114.277072,21861,145.47,66.54,2室1厅,4,7187,22324,19911
盘龙银座16,30.708452,114.240446,8389,71.09,84.73,2室1厅,254,648,8422,8437
金融国际19,30.459179,114.387677,13707,202.3,147.58,4室2厅,42,4345,13659,12849
后湖里6,30.649191,114.272405,13932,119.46,85.74,2室2厅,52,3248,14273,13844
白沙金座1,30.480069,114.28852,11930,103.34,86.62,2室2厅,263,1915,11804,11434
后湖雅苑18,30.653128,114.27268,12080,110.96,91.85,2室2厅,42,3845,12675,11671
南湖丽舍4,30.496466,114.328689,15249,143.47,94.08,3室1厅,125,3110,14936,13639
四新公寓4,30.521149,114.257758,12389,95.4,77.0,2室1厅,83,1925,12759,11606
青山山庄14,30.632503,114.377826,8773,94.11,107.27,3室1厅,44,2000,8822,7651
洪山家园14,30.544054,114.326613,18721,202.73,108.29,3室1厅,18,7330,18837,18867
金融小区17,30.459488,114.382153,15423,298.75,193.69,5室3厅,60,8398,15000,14607
金融春天2,30.451244,114.384843,15327,197.02,128.54,3室2厅,101,6718,15089,13816
洪山里7,30.544522,114.32854,26390,221.31,83.86,2室2厅,22,10075,26239,24763
后湖春天15,30.650457,114.269181,14255,180.26,126.45,3室2厅,26,5596,14143,13997
钟家金座16,30.546716,114.268119,14308,217.5,152.01,4室2厅,65,5089,14576,13983
沌口春天8,30.475036,114.159828,8234,107.73,130.84,4室2厅,58,2420,8450,7734
江汉广场9,30.583792,114.279778,21002,271.42,129.23,4室2厅,19,10982,20801,19576
金融国际9,30.454415,114.383809,18834,177.73,94.37,3室1厅,15,7505,18749,18287
武广丽舍19,30.587454,114.265605,25324,464.87,183.57,5室3厅,34,17403,25407,23932
江夏雅苑15,30.350093,114.318463,7979,89.06,111.62,3室2厅,558,576,8201,8100
武广公寓13,30.596087,114.265359,27629,266.57,96.48,3室1厅,52,9952,26904,26277
洪山家园6,30.545267,114.327994,22212,194.95,87.77,2室2厅,37,8093,21851,22903
光谷新城3,30.479142,114.409191,17358,145.15,83.62,2室2厅,43,5878,18246,15427
洪山华府6,30.546218,114.329204,25728,221.94,86.26,2室2厅,10,10150,26027,24375
南湖苑6,30.491095,114.331576,10538,107.09,101.62,3室1厅,13,3046,10499,9831
东西广场16,30.619797,114.130615,10189,133.77,131.28,4室2厅,237,1823,9851,10384
盘龙阳光17,30.713259,114.241587,6654,64.31,96.64,3室1厅,39,1034,6478,6361
街道里7,30.529847,114.358878,23245,207.99,89.47,2室2厅,2,6265,23953,22088
四新家园7,30.519076,114.25969,13539,139.58,103.09,3室1厅,19,2979,13254,12603
光谷小区18,30.487189,114.409069,17588,190.11,108.09,3室1厅,90,8280,18510,16960
武广花园9,30.59339,114.266347,24834,330.39,133.04,4室2厅,5,12967,25617,22638
汉口名邸6,30.62131,114.249846,19536,194.19,99.4,3室1厅,16,6549,19747,18568
白沙名邸9,30.482131,114.291734,12479,108.44,86.89,2室2厅,238,1818,12252,12084
街道名邸10,30.531766,114.358776,20332,192.22,94.54,2室2厅,58,6882,21167,18965
四新新城1,30.518126,114.2566,12309,172.31,139.98,4室2厅,194,3036,12015,12475
武广名邸1,30.588847,114.265344,28551,249.65,87.44,2室2厅,32,12116,29175,25885
沌口阳光18,30.477184,114.160484,10525,114.83,109.1,3室2厅,180,2561,10418,10304
江夏公寓2,30.347696,114.320776,7077,101.73,143.74,4室2厅,953,931,7287,6790
钟家苑13,30.551968,114.268129,14513,102.38,70.54,2室1厅,102,2631,14049,14094
楚河丽舍8,30.551561,114.34305,23358,229.79,98.38,3室1厅,12,9245,22230,22051
后湖苑15,30.651611,114.271353,13690,148.7,108.61,3室1厅,83,3182,13390,13007
洪山家园15,30.550605,114.330734,17782,174.03,97.86,3室1厅,54,6163,17733,17323
洪山山庄12,30.546369,114.332118,23829,258.41,108.44,3室2厅,71,8865,22514,22514
江夏中心9,30.350884,114.31883,8538,106.66,124.92,3室2厅,600,866,8602,9014
沌口春天5,30.482563,114.159831,10312,100.4,97.36,3室1厅,61,2727,10292,10118
青山国际4,30.625723,114.376761,10641,109.96,103.33,3室1厅,10,1482,10204,9678
盘龙苑18,30.711404,114.236313,6912,78.93,114.18,3室2厅,116,1094,7133,6926
汉口雅苑17,30.622013,114.24886,18742,158.28,84.45,2室1厅,63,6283,18232,18449
金融小区19,30.454666,114.3787,14727,133.26,90.48,3室1厅,18,6106,14590,13523
武昌国际17,30.522967,114.316817,13556,142.13,104.84,3室1厅,65,2855,13852,12687
武昌山庄8,30.524523,114.320939,11905,69.37,58.26,1室1厅,83,1167,11409,11062
光谷春天9,30.479157,114.407651,16528,216.08,130.74,4室2厅,54,8937,16082,14695
武广名邸2,30.595103,114.266099,23945,208.75,87.18,2室2厅,36,9046,25091,22610
徐东山庄6,30.581325,114.349658,20203,262.67,130.01,4室2厅,37,9730,20798,18901
江汉翠湖3,30.578609,114.283136,22381,152.11,67.96,2室1厅,18,8263,22636,20499
四新华府5,30.515726,114.261347,11777,156.59,132.95,4室2厅,6,3426,12017,11189
楚河花园11,30.550467,114.342497,27853,177.04,63.56,1室1厅,19,9274,26754,25655
中南丽舍2,30.481787,114.369283,16024,151.04,94.26,3室1厅,11,4494,16785,14847
武广新城12,30.592076,114.266422,21451,304.67,142.03,4室2厅,93,14559,21657,19678
洪山春天1,30.547766,114.331123,23123,244.46,105.72,3室1厅,14,8415,23589,22216
金融小区1,30.457764,114.383983,15061,141.32,93.83,2室2厅,3,6353,15741,13646
后湖公寓9,30.651778,114.2725,13037,137.79,105.69,3室1厅,134,4202,13164,13302
南湖阳光17,30.494229,114.326252,12127,110.08,90.77,2室2厅,107,2987,12324,11507
江夏新城6,30.34975,114.321092,7818,54.25,69.39,2室1厅,475,1143,8037,8042
街道春天17,30.529074,114.358376,19809,106.05,53.53,1室1厅,35,3686,19288,18191
街道春天12,30.528463,114.358881,21727,90.9,41.83,1室1厅,49,3213,21868,20451
白沙广场8,30.478463,114.290586,12566,56.1,44.64,1室1厅,330,1061,12530,13072
江夏家园1,30.347861,114.319643,9091,54.48,59.93,1室1厅,11,1008,9439,8927
关山阳光2,30.505652,114.39302,22732,332.05,146.07,4室2厅,50,17115,23206,19907
江夏翠湖2,30.352377,114.319976,7245,61.58,84.98,2室1厅,22,565,7391,7184
江夏花园19,30.349347,114.320391,10441,118.24,113.24,3室2厅,52,944,9871,10349
关山公寓3,30.508519,114.39862,20608,326.05,158.21,4室2厅,69,13292,20395,19465
东西金座1,30.618315,114.134632,6826,62.36,91.35,2室2厅,129,1264,6512,7120
中南家园15,30.485793,114.36963,14848,141.99,95.63,3室1厅,68,3080,14963,14404
钟家银座9,30.550033,114.266479,18314,129.32,70.61,2室1厅,199,4047,18531,17860
白沙国际8,30.476667,114.291748,10837,216.77,200.02,5室3厅,189,2443,11303,10830
沌口苑13,30.480743,114.162615,10553,86.48,81.95,2室2厅,3,1834,10499,10452
金融春天13,30.449458,114.384675,14599,269.66,184.71,5室3厅,4,11070,14648,13853
徐东银座13,30.579529,114.348627,21315,235.88,110.66,3室2厅,13,9551,21503,19413
楚河春天14,30.554907,114.33613,23703,249.59,105.3,3室2厅,3,12135,23876,21660
武昌丽舍16,30.533302,114.319097,12719,111.28,87.48,2室2厅,294,3076,12248,12196
洪山银座8,30.546822,114.331714,20459,191.42,93.56,3室1厅,121,7341,20578,19179
武昌春天14,30.528007,114.317138,15033,157.67,104.87,3室1厅,112,2312,14426,14136
汉口金座18,30.622931,114.249921,14225,147.86,103.94,3室1厅,179,4475,14987,12542
光谷丽舍18,30.48569,114.412709,18841,130.46,69.24,2室1厅,91,5319,18534,17815
盘龙广场8,30.712248,114.24341,7295,117.62,161.21,5室3厅,266,2156,6999,6884
后湖金座2,30.651648,114.268516,15068,215.33,142.9,4室2厅,5,6879,15530,13871
青山丽舍13,30.632263,114.379079,10399,85.2,81.93,2室2厅,22,1728,10746,9988
东西府邸13,30.621323,114.129933,9306,136.67,146.85,4室2厅,50,1789,9232,8716
武广里1,30.59101,114.266943,27814,262.1,94.23,3室1厅,86,11448,29186,24308
钟家广场19,30.545765,114.26386,13409,122.22,91.14,2室2厅,117,3127,13444,13576
武广新城3,30.591464,114.262297,24096,176.41,73.21,2室1厅,30,7233,24250,21823
徐东广场2,30.580344,114.350225,19929,130.23,65.34,2室1厅,36,4581,20123,17796
洪山花园14,30.5457,114.330538,25071,261.93,104.47,3室1厅,6,8909,24807,23495
武昌新城5,30.529941,114.319549,18227,211.77,116.18,3室2厅,123,5575,18847,18111
楚河花园14,30.550669,114.34073,29154,309.62,106.2,3室1厅,16,16150,30910,27691
洪山中心11,30.545132,114.330421,28541,310.83,108.91,3室2厅,43,8517,28653,29255
钟家广场17,30.549487,114.268212,14991,178.65,119.17,3室2厅,53,5722,15031,13797
沌口华府17,30.479622,114.159358,10191,70.49,69.17,2室1厅,106,1901,10446,9642
盘龙花园2,30.707938,114.238896,7668,71.33,93.02,2室2厅,291,873,7795,7323
盘龙金座5,30.713621,114.241065,7341,60.9,82.94,2室2厅,51,818,7647,7075
青山公寓8,50.0,130.0,11098,119.71,107.86,3室2厅,211,2805,11239,10610
楚河里6,30.547291,114.34212,25425,279.18,109.8,3室2厅,14,13721,25775,22544
武昌苑11,30.532912,114.318435,13097,85.2,65.05,2室1厅,158,1946,13860,12036
东西名邸11,30.619864,114.131205,10162,105.12,103.44,3室1厅,236,2282,9962,10029
中南中心10,30.476438,114.36606,15440,150.88,97.72,3室1厅,109,4150,15759,14824
东西山庄15,30.617044,114.132326,7071,71.08,100.51,3室1厅,107,867,7469,6905
后湖里15,30.648217,114.271641,14447,167.04,115.62,3室2厅,199,3463,14701,13295
后湖金座13,30.654484,114.269909,13138,110.68,84.24,2室2厅,147,2501,13334,12491
洪山国际9,30.550494,114.329035,19170,182.47,95.18,3室1厅,139,7143,19158,16913
江夏金座8,30.348331,114.322888,7304,75.08,102.8,3室1厅,220,1433,7029,7261
汉口华府4,30.61883,114.247628,17058,220.1,129.03,3室2厅,299,7068,17093,16154
青山华府6,30.62892,114.380776,13393,137.66,102.78,3室1厅,14,3587,12555,13188
武广华庭13,30.589827,114.263646,23643,172.06,72.77,2室1厅,52,7282,23814,21582
盘龙小区19,30.706321,114.238797,8173,72.02,88.11,2室2厅,213,562,8358,8465
汉口名邸17,30.622558,114.249596,14909,200.97,134.8,4室2厅,45,6611,15273,14020
光谷里4,30.477873,114.410438,17185,137.85,80.21,2室2厅,70,5107,17728,17068
汉口公寓15,30.61849,114.251848,17807,190.41,106.93,3室1厅,228,5316,17788,17634
楚河春天6,30.547887,114.341531,25536,392.03,153.52,4室2厅,7,19360,25309,25294
汉口广场14,30.620245,114.249914,17616,201.86,114.59,3室2厅,37,6018,18206,17857
武昌府邸19,30.533502,114.323056,13144,124.57,94.77,2室2厅,1,3394,12922,12222
洪山阳光4,30.542446,114.329053,20278,215.03,106.04,3室1厅,1,8589,21099,18398
楚河中心7,30.549213,114.34322,22170,191.83,86.52,2室2厅,49,9228,23508,19884
中南华府19,30.478949,114.372134,16708,182.57,109.27,3室1厅,63,6282,17017,16139
中南小区3,30.479126,114.369649,19626,217.94,111.05,3室2厅,110,4761,19347,19312
关山山庄8,30.500355,114.391166,20880,222.19,106.41,3室1厅,30,9114,21176,19187
后湖金座13,30.652398,114.272298,12672,61.72,48.7,1室1厅,163,1824,12533,11772
关山金座1,30.503284,114.3973,21350,278.04,130.23,4室2厅,7,12734,20793,20009
徐东华府12,30.583271,114.350991,16542,66.36,40.11,1室1厅,44,2467,16059,15580
中南名邸16,30.476332,114.36763,16041,206.47,128.71,3室2厅,0,7475,15255,14745
南湖翠湖1,30.49473,114.330024,15505,240.61,155.17,4室2厅,120,5703,15830,14285
徐东公寓7,30.582308,114.352864,14574,187.58,128.7,3室2厅,74,5646,14870,13833
中南里3,30.479227,114.372368,17247,139.46,80.86,2室2厅,57,3957,17624,16312
关山金座16,30.503648,114.393226,21787,298.24,136.89,4室2厅,25,13866,22863,19746
武广春天8,30.589453,114.265841,23721,222.52,93.8,2室2厅,33,7640,24378,20653
街道广场4,30.53101,114.359588,22624,226.81,100.25,3室1厅,82,7837,22125,21800
光谷家园4,30.481657,114.413503,16440,205.43,124.96,3室2厅,8,8332,16480,14266
四新丽舍3,30.524375,114.260985,12449,54.45,43.74,1室1厅,7,1251,12422,12166
洪山广场12,30.547334,114.3298,23857,131.22,55.0,1室1厅,55,4651,23269,21585
白沙公寓14,30.482164,114.292263,10136,119.41,117.79,3室2厅,58,2475,10197,9516
金融华庭6,30.454016,114.390841,14731,114.6,77.79,2室1厅,7,2859,14979,14251
沌口里16,30.484958,114.15773,10072,120.86,119.99,3室2厅,9,2700,10110,9639
钟家苑4,30.547942,114.264328,16345,152.62,93.37,2室2厅,185,5127,16406,15114
东西苑5,30.619167,114.135307,7778,74.0,95.14,3室1厅,64,1060,7820,7862
东西丽舍13,30.618232,114.134915,7080,72.72,102.7,3室1厅,232,1032,6902,7126
楚河公寓18,30.551726,114.340172,28236,227.18,80.46,2室2厅,68,10498,28426,24432
盘龙金座10,30.709448,114.240164,9211,101.44,110.12,3室2厅,442,1621,9557,8783
青山春天4,30.626774,114.379143,9547,99.93,104.67,3室1厅,8,1314,10201,9985
南湖公寓5,30.49964,114.325992,12509,124.67,99.66,3室1厅,50,2366,12382,12201
徐东丽舍19,30.583605,114.346971,15152,128.63,84.89,2室1厅,237,6551,16062,14121
四新中心4,30.523293,114.257201,11972,106.41,88.88,2室2厅,0,2460,12079,11579
关山山庄11,30.504802,114.393671,22040,186.35,84.55,2室2厅,34,8023,22056,19335
江夏家园19,30.348354,114.320585,8699,63.92,73.47,2室1厅,40,573,9269,8573
沌口华府10,30.478609,114.157647,9995,96.07,96.12,3室1厅,62,1632,10219,10474
白沙新城9,30.478609,114.290716,12757,94.27,73.89,2室1厅,31,1399,12809,11828
金融家园4,30.449572,114.388255,15783,169.35,107.3,3室1厅,6,6110,16353,15587
沌口家园9,30.478226,114.156358,7725,76.15,98.57,3室1厅,123,1869,7362,7309
汉口春天18,30.619161,114.250588,17409,136.72,78.53,2室1厅,71,3387,17223,16368
光谷阳光15,30.481915,114.406013,17055,184.6,108.24,3室1厅,8,6753,17400,16630
光谷银座15,30.478003,114.409031,18009,273.07,151.62,4室2厅,2,12056,17580,17677
钟家名邸11,30.553628,114.261099,12050,120.8,100.25,3室1厅,13,2710,12005,11210
武昌银座2,30.532802,114.314731,15820,153.67,97.13,3室1厅,24,4113,15599,14871
光谷中心13,30.480193,114.405849,19542,223.33,114.28,3室2厅,67,8580,20140,17408
青山春天1,30.630272,114.379985,12280,130.56,106.32,3室2厅,254,1401,12115,11547
盘龙阳光5,30.707184,114.244498,5976,56.82,95.07,3室1厅,263,500,6004,5563
徐东春天3,30.581014,114.351609,18623,190.82,102.47,3室1厅,139,8212,19176,17649
武广雅苑13,30.588893,114.265605,28447,324.07,113.92,3室2厅,25,10823,28676,27030
汉口山庄3,30.620952,114.248742,19248,216.69,112.58,3室2厅,40,6477,19577,18866
钟家国际7,30.548782,114.260649,14649,117.78,80.4,2室1厅,115,3072,14734,13164
洪山华庭15,30.545608,114.328496,25049,206.8,82.56,2室1厅,24,5893,26539,23471
汉口花园4,30.616031,114.248756,16204,130.67,80.63,2室2厅,36,4942,15692,16153
钟家华庭4,30.549939,114.261071,14914,149.51,100.25,3室1厅,24,4716,15240,14552
金融华府1,30.458777,114.384884,13449,112.94,83.97,2室1厅,14,3855,13739,12907
楚河中心12,30.550504,114.343557,20814,215.76,103.66,3室1厅,40,9750,20703,18914
徐东金座3,30.575176,114.348671,15450,106.97,69.24,2室1厅,32,4089,15494,15141
金融金座3,30.458661,114.387962,15201,125.4,82.5,2室2厅,23,4471,14954,13413
关山阳光17,30.506272,114.390762,18873,140.32,74.35,2室1厅,11,5166,19589,17054
楚河翠湖9,30.551148,114.342116,26981,179.86,66.66,2室1厅,8,9888,26399,24216
金融小区2,30.451432,114.386321,12848,269.91,210.07,5室3厅,1,9212,12872,12049
江汉阳光9,30.582692,114.282477,20220,212.48,105.08,3室1厅,40,9391,20632,18630
光谷春天10,30.477576,114.408438,16240,175.95,108.34,3室1厅,79,7780,15726,15003
白沙翠湖12,30.482627,114.293616,10635,116.19,109.25,3室2厅,90,2880,10277,10308
沌口国际4,30.480536,114.162535,11308,102.81,90.92,2室2厅,45,2161,11328,11224
白沙里10,30.476263,114.290232,10619,54.1,50.95,1室1厅,133,1103,10799,9995
街道广场14,30.533375,114.361486,18137,187.14,103.18,3室1厅,63,7031,18285,17960
武广府邸2,30.586701,114.26768,22305,350.92,157.32,4室2厅,11,14153,21645,20127
青山阳光12,30.631268,114.379098,11226,106.05,94.46,3室1厅,35,2151,10928,10625
盘龙府邸8,30.705391,114.237485,7450,79.31,106.45,3室1厅,207,650,7308,7313
青山春天14,30.627874,114.381872,11917,91.22,76.55,2室1厅,25,1537,12494,11196
江夏花园19,30.353792,114.317341,6837,57.15,83.58,2室2厅,156,1094,6850,6413
武广苑11,30.592809,114.262555,22745,295.52,129.93,3室2厅,34,11611,21417,20114
沌口雅苑12,30.482183,114.159949,9666,122.01,126.21,3室2厅,26,2235,10255,8699
沌口雅苑11,30.476009,114.162029,8431,77.47,91.89,2室2厅,88,1899,8961,8135
后湖金座10,30.649545,114.263965,12907,167.44,129.72,3室2厅,39,2778,13051,11400
金融华府4,30.458233,114.384611,14976,69.32,46.28,1室1厅,156,2997,14295,14052
东西小区14,30.618913,114.129911,8569,49.57,57.85,1室1厅,400,1099,8543,8176
江汉雅苑14,30.580245,114.280978,28179,253.34,89.9,2室2厅,22,10383,29106,26792
四新银座1,30.5245,114.259392,11858,121.95,102.84,3室1厅,112,2594,12481,11625
中南府邸15,30.477392,114.376565,14672,124.51,84.86,2室2厅,41,3648,15080,13895
南湖公寓14,30.49691,114.330718,15101,165.09,109.32,3室1厅,92,3658,15024,14942
汉口广场17,30.621411,114.251866,17430,214.76,123.21,3室2厅,77,7147,17006,17162
沌口里14,30.477897,114.162328,9553,73.02,76.43,2室1厅,46,1578,9470,10073
后湖新城19,30.6499,114.270583,16307,174.65,107.09,3室2厅,95,4163,16127,15395
中南华府9,30.478647,114.372911,13941,94.3,67.64,2室1厅,134,2927,14092,12879
东西翠湖5,30.619595,114.126916,8199,42.13,51.38,1室1厅,129,500,8196,8003
洪山丽舍3,30.545745,114.329425,22778,280.32,123.06,3室2厅,57,8704,21689,20496
洪山阳光15,30.543626,114.335105,20847,189.06,90.69,3室1厅,70,7289,20880,19086
白沙国际6,30.478644,114.292042,9853,75.45,76.57,2室1厅,483,1088,9995,9755
武昌家园9,30.530994,114.319474,16754,132.48,79.07,2室1厅,25,3446,16399,15680
武广名邸13,30.586983,114.268056,21675,218.82,100.95,3室1厅,1,9529,22261,19792
街道苑1,30.534654,114.356465,21599,106.74,49.42,1室1厅,67,2905,21399,20454
武广公寓1,30.589772,114.266628,25706,326.36,126.96,3室2厅,38,17587,26321,23718
江汉家园16,30.57972,114.282296,22842,226.34,99.09,3室1厅,22,9056,23236,21013
徐东华府1,30.579064,114.346938,17335,139.44,80.43,2室2厅,37,4966,16985,16628
中南名邸3,30.48032,114.368827,15091,177.0,117.28,3室2厅,64,4631,14632,15019
街道府邸8,30.532445,114.365346,16922,239.84,141.73,4室2厅,169,7719,16768,16192
江夏银座12,30.351582,114.318906,7749,65.75,84.84,2室1厅,18,882,8113,7200
东西名邸10,30.624494,114.134155,7683,65.12,84.75,2室2厅,89,1642,7817,8057
武广公寓6,30.587428,114.26813,24730,453.77,183.49,5室3厅,40,16494,25089,22478
盘龙苑14,30.709801,114.238815,8601,87.05,101.2,3室1厅,12,1680,8383,8381
金融翠湖9,30.454248,114.383628,18200,285.45,156.83,4室2厅,37,9452,18435,17439
中南春天12,30.484979,114.371027,14081,162.24,115.21,3室2厅,16,4234,14713,14252
武昌雅苑16,30.527155,114.316979,12513,113.04,90.34,2室2厅,144,2864,12956,11906
钟家华府14,30.549947,114.266566,17399,159.84,91.86,3室1厅,6,3873,18373,15773
洪山山庄17,30.546481,114.333108,19162,208.65,108.88,3室2厅,23,8425,19798,17958
后湖雅苑14,30.651445,114.267715,10939,83.33,76.17,2室1厅,32,1988,10439,10096
楚河国际1,30.547203,114.334994,22622,215.92,95.45,3室1厅,32,10783,23866,19883
楚河金座15,30.551602,114.34185,22525,295.91,131.37,4室2厅,19,11769,23534,20350
江汉雅苑3,30.576324,114.276928,23447,214.34,91.41,2室2厅,64,9813,23679,21591
武广小区2,30.590637,114.267269,28239,468.1,165.76,5室3厅,144,19847,27976,25391
武昌名邸18,30.531795,114.321761,13198,157.39,119.24,3室2厅,114,4115,13221,12353
白沙雅苑13,30.48242,114.286313,10761,191.23,177.7,5室3厅,14,4254,10584,10651
洪山华府14,30.542771,114.329694,25420,245.67,96.64,3室1厅,31,10234,25881,23716
光谷名邸18,30.483909,114.412935,17131,170.78,99.69,3室1厅,42,5507,16949,14420
江汉华府11,30.577868,114.278783,23450,198.47,84.63,2室2厅,146,6744,24012,21049
江夏广场14,30.35257,114.321474,6704,76.94,114.75,3室2厅,173,1299,6696,6439
徐东阳光14,30.577833,114.353352,17241,122.87,71.26,2室1厅,76,3654,18207,16193
钟家国际4,30.550707,114.264625,18277,258.31,141.32,4室2厅,34,3638,17933,17435
中南山庄19,30.477363,114.371308,13541,144.47,106.69,3室1厅,157,3347,14133,12349
东西春天2,30.619494,114.12772,8431,61.99,73.53,2室1厅,190,1620,8844,8551
汉口雅苑1,30.617954,114.251393,18972,293.75,154.82,4室2厅,119,8942,18174,17181
洪山丽舍9,30.545528,114.33643,19397,127.32,65.64,2室1厅,48,5604,19387,19279
中南中心17,30.479277,114.370458,18439,132.86,72.05,2室1厅,69,2833,19301,17475
东西里13,30.619793,114.127179,7898,63.58,80.5,2室2厅,122,1226,7612,7308
沌口华庭15,30.477799,114.158252,10581,96.11,90.83,3室1厅,150,2174,10531,10783
钟家府邸16,30.550641,114.264932,18633,139.29,74.75,2室1厅,4,4909,18702,17888
武广里13,30.590853,114.264052,26811,220.37,82.19,2室1厅,62,8255,27792,23770
街道苑3,30.53039,114.356874,19431,164.94,84.88,2室2厅,168,5836,17818,17443
钟家翠湖10,30.550241,114.265762,19818,197.0,99.4,3室1厅,4,5172,19780,18217
四新春天16,30.517481,114.258206,10104,93.07,92.1,2室2厅,39,1674,9794,9479
青山花园6,30.630615,114.377904,10967,76.44,69.69,2室1厅,62,2153,10903,10990
江夏金座8,30.352038,114.315585,7332,70.31,95.89,3室1厅,81,500,6946,7432
徐东国际19,30.582146,114.348674,18719,174.27,93.09,2室2厅,13,6917,18668,16115
后湖苑6,30.646871,114.272917,11788,79.75,67.65,2室1厅,4,2043,11470,10682
钟家中心16,30.551225,114.2618,12977,128.69,99.17,3室1厅,91,3110,13476,12109
盘龙中心13,30.707467,114.240518,7263,29.17,40.15,1室1厅,59,573,7393,6598
江夏小区5,30.350682,114.319309,8871,140.6,158.49,4室2厅,33,3068,8963,8650
汉口苑1,30.622292,114.248983,18328,126.74,69.15,2室1厅,51,3707,18500,17522
东西广场2,30.620785,114.129566,9995,93.1,93.14,2室2厅,134,1701,9734,9514
青山花园10,30.626826,114.380259,9465,69.5,73.42,2室1厅,370,1246,9546,8911
武广春天2,30.589897,114.259965,24509,156.36,63.8,1室1厅,10,5769,25081,23418
汉口里14,30.622892,114.246915,16420,161.4,98.29,3室1厅,28,6062,16537,15361
关山山庄12,30.502764,114.394209,23399,235.97,100.84,3室1厅,68,11307,23191,21995
徐东银座10,30.583048,114.350311,16364,172.45,105.38,3室1厅,46,6711,16381,16381
金融国际8,30.455391,114.389937,15248,121.28,79.53,2室1厅,75,4950,15392,14552
后湖公寓9,30.649064,114.270448,17166,156.59,91.22,3室1厅,57,2342,17836,17503
四新丽舍7,30.523076,114.256436,11893,97.15,81.68,2室1厅,191,2222,12065,11209
盘龙里8,30.712089,114.240176,8294,88.02,106.12,3室2厅,120,934,8446,7863
关山小区14,30.501963,114.392017,17790,255.89,143.83,4室2厅,174,11844,17480,16610
钟家府邸3,30.547685,114.263707,15426,141.89,91.98,3室1厅,32,3693,15895,14516
武广雅苑13,30.591751,114.260484,24277,162.87,67.09,2室1厅,13,6760,23243,22452
金融府邸13,30.45641,114.390431,13792,130.06,94.29,2室2厅,5,6033,13955,13033
楚河银座11,30.545836,114.343385,23694,362.63,153.04,4室2厅,27,17974,23686,20895
光谷中心10,30.476514,114.409946,14606,113.23,77.52,2室1厅,28,4707,14839,14253
街道家园17,30.527377,114.35803,17749,279.67,157.57,4室2厅,7,10495,17058,17004
徐东华府4,30.577389,114.348504,16700,88.35,52.9,1室1厅,18,3261,16798,15324
后湖山庄16,30.652039,114.270862,14445,107.89,74.69,2室1厅,163,2378,14346,13524
白沙家园1,30.475419,114.291477,11699,86.41,73.86,2室1厅,238,1782,11700,10904
沌口阳光8,30.479172,114.156184,9161,80.48,87.85,2室2厅,59,2019,9608,8299
